id,SMILES,Tg,FFV,Tc,Density,Rg
402031428,*Nc1cc2cccc3c4cccc5cccc(c(c1N*)c23)c54,,0.33482328,,,
402151358,*Nc1ccc(C2(c3ccc(NC(=O)c4cc(NC(=O)C56CC7CC(CC(C7)C5)C6)cc(C(*)=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,,0.37622142,,,
402476752,*CCCCCOC(=O)CCCCC(=O)O*,,0.34417644,,,
402492102,*CCCCCOc1ccc(CCCNC(=O)CCCCC(=O)NCCCc2ccc(O*)cc2)cc1,28.2211431,,,,
402626556,*Nc1ccc2c(c1)C1(c3cc(C)ccc3-2)c2cc(C)ccc2-c2ccc(N*)cc21,,0.38936549,,,
403135402,*CC(*)(C)C(=O)OCCCCCCCCOC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1,47.48888608,,,,
403160938,*CC(*)(CC(=O)Oc1cccc(C)c1)C(=O)Oc1cccc(C)c1,,,0.165,1.042202692,10.97057697
404125467,*CCCCCOc1ccc(C=CC(=O)OCCN(CCOC(=O)C=Cc2ccc(O*)cc2)c2ccc(N=Nc3ccc([N+](=O)[O-])cc3)cc2)cc1,,0.35112235,,,
404307501,*CCCCCCCCC(=O)N*,,0.36229346,,,
404342250,*OC(*)CCC,,0.41332049,,,
404367957,*CC(*)c1ccc(C(=O)CCC)cc1,,0.3914716,,,
404981014,*C/C=C/COC(=O)CCCCCCCCC(=O)O*,,0.35391939,,,
404993408,*c1ccc(C(=O)Nc2ccc(Oc3ccc(Oc4ccc(NC(=O)c5ccc(N6C(=O)c7ccc(-c8cccc9c8C(=O)N(*)C9=O)cc7C6=O)cc5)cc4)cc3)cc2)cc1,178.6163373,,,,
405636435,*CC(O)COc1ccc(O*)cc1,,0.32994295,,,
406335515,*Sc1ccc(C(=O)CNCCCCCCCCNCC(=O)c2ccc(*)cc2)cc1,,0.37618331,,,
406786412,*Oc1ccc(N=CC=Nc2ccc(OC(=O)NC3CC(C)(C)CC(C)(CNC(*)=O)C3)cc2)cc1,,0.35659879,,,
406938063,*Oc1cccc(Oc2ccc(NC(=O)c3cc(NC(=O)c4ccc(OC(C)=O)cc4)cc(C(=O)Nc4ccc(*)cc4)c3)cc2)c1,,0.3367398,,,
407026307,*CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1)c1ccc(N=Nc2cc(OC)c(N=Nc3ccc([N+](=O)[O-])cc3)cc2OC)cc1,,0.35078628,,,
407061099,*Nc1cccc(C#Cc2cccc(NC(=O)c3ccc(C(*)=O)cc3C(=O)O)c2)c1,187.6187871,,,,
407729292,*CCCCCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,,0.34323595,,,
407820973,*=C=C=C(CO)C(=*)CO,42.01413885,,,,
407930180,*CCNC(=O)c1ccc(C(=O)NCCOc2cc3ccccc3cc2O*)cc1,,0.32766581,,,
408163304,*Oc1ccc(-c2ccc(OC(=O)c3cc(CCCCC)cc(C(*)=O)c3)cc2)cc1,,0.3626875,,,
408357369,*c1ccc(Oc2cccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)c2)cc1,,0.3737891,,,
408389877,*CNC(=O)OCc1ccc(COCc2ccc(COC(=O)NCc3ccc(C(C)(C)c4ccc(*)o4)o3)o2)o1,,0.34220533,,,
408594368,*C(=O)OCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,,0.3463228,,,
409036126,*Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCCCC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,,0.36438576,,,
409348345,*CC(*)C(=O)OCC(F)(F)F,,0.32327677,,,
410114761,*CCCC(*)(C)CC,,0.39226416,0.2339999999999999,,
410273784,*C(=O)Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(C(C)(C)c8ccc(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cc8)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,,0.36250129,,,
410419753,*N=P(*)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,0.32778117,,,
410618641,*C(=Cc1cc(OC)c(C=C(c2ccccc2)c2ccc3cc(*)ccc3c2)cc1OC)c1ccccc1,,0.39179983,,,
410876568,*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-c5cc(*)[nH]n5)cc4)cc3)cc2)cc1,,0.3751119,,,
410915024,*Nc1ccc(C2(c3ccc(N*)cc3)C3=CC[C@@H](C)C=C3c3ccccc32)cc1,,0.37733962,,,
410978773,*Nc1cc(CCc2ccc(C)c(N*)c2)cc(CCc2cc(N)ccc2C)c1,,0.35220879,,,
411320818,*c1ccc(C(=O)OCCCCCCCCCOC(=O)c2ccc(-c3nnc(*)s3)cc2)cc1,,0.36418344,,,
411535293,*Oc1cccc2c(OC(=O)c3ccc(Oc4ccc(C(*)=O)cc4)cc3)cccc12,,0.35298988,,,
411815101,*c1ccc(Oc2ccc(-c3cnc4ccc(-c5ccc6ncc(*)nc6c5)cc4n3)cc2)cc1,,0.40181263,,,
411845496,*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(N=Nc2ccc(OC)cc2)cc1,,0.36656596,,,
412332648,*c1nnc(-c2cc(CCCCCCCC)c(-c3ccc(-c4sc(-c5nnc(-c6cc(OCCCCCCCC)c(*)cc6OCCCCCCCC)o5)cc4CCCCCCCC)s3)s2)o1,,0.41155198,,,
413205726,*Nc1ccc(C(C)(C)c2cccc(C(C)(C)c3ccc(N*)cc3)c2)cc1,,0.35755493,,,
413548295,*Nc1ccc(CCc2ccc(N*)cc2C)c(C)c1,,0.348463,,,
414071257,*c1ccc(Oc2ccc(Sc3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(-c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)cc7)cc6C5=O)cc4)cc3)cc2)cc1,,0.3661288,,,
414579766,*c1ccc(Cc2ccc(N3C(=O)c4ccc([Si](C)(C)O[Si](C)(C)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,,0.38469453,,,
414690406,*Nc1ccc2ccc3c(N*)ccc4ccc1c2c43,,0.3362207299999999,,,
414711304,*Nc1ccc(-c2ccccc2)c(-c2c(C(C)C)cccc2C(C)C)c1N*,,0.37421435,,,
414802450,*CCCCCCOC(=O)C(CCCCCBr)C(=O)OCCCCCCOc1ccc(-n2on2-c2ccc(O*)cc2)cc1,,0.37141754,,,
414910324,*CCCCCC(*)CCCCCCCCCC,,0.40749823,0.406,0.801722522,15.17699114
415110926,*C(=O)Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7cccc8c(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cccc78)cc5)C6=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,,0.36565404,,,
415720254,*Nc1ccccc1-c1cccc2c1[C@@H](c1ccccc1N*)c1ccccc1-2,,0.3648408,,,
416197163,*Nc1ccc(C2(c3ccc(N*)cc3)CCC([C@H]3CC[C@H](CCCCCCC)CC3)CC2)cc1,,0.36335204,,,
416481975,*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7cccc8c(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cccc78)cc6C5=O)cc4)cc3)cc2)cc1,,0.36755908,,,
416508716,*CCCS(*)(=O)=O,,,,1.344229366,19.8097907
416714038,*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,,0.33862141,,,
416985872,*O[Si](c1ccccc1)(c1ccccc1)c1ccc([Si](*)(c2ccccc2)c2ccccc2)cc1,,0.41259945,,,
417097500,*CC(*)OC(=O)c1ccc(C(C)(C)C)cc1,,0.37755899,,,
417759199,*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(Oc6ccc(N7C(=O)c8ccc(C(*)(C(F)(F)F)C(F)(F)F)cc8C7=O)cc6C(F)(F)F)cc5)n4)cc3)c(C(F)(F)F)c1)C2=O,,0.36582624,,,
417837947,*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C(=O)c5ccc(Oc6ccc(-c7nc8ccccc8n7-c7ccc(-n8c(*)nc9ccccc98)cc7)cc6)cc5)cc4)cc3)cc2)cc1,,0.38408582,,,
418211347,*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,0.34587055,,,
418914987,*c1ccc(Sc2ccc(Sc3ccc(Sc4ccc(Sc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7C6=O)cc5)s4)s3)s2)cc1,,0.37866254,,,
418998358,*C(=O)c1ccc2c(c1)C(=Nc1ccc(Oc3cccc(N=C4OC(=O)c5ccc(*)cc54)c3)cc1)OC2=O,,0.35475052,,,
419242334,*C(=O)OCCOC(=O)c1ccc(C(=O)OCCOC(=O)N2CCN(*)CC2)cc1,,0.32328072,,,
419308262,*CC(OC(C)=O)C(CCC(C)(O)C=C)C(*)(C)C,,0.34814459,,,
419514472,*OP(=O)(Oc1ccc(OC)cc1)Oc1c(C)cc(S(=O)(=O)c2cc(C)c(*)c(C)c2)cc1C,,0.35811043,,,
419730462,*CCCCCNC(=S)N*,,0.36013805,,,
420554258,*Oc1cc(OC(=O)c2ccc(C(*)=O)cc2)cc(C(=O)OCCN(CC)c2ccc(N=Nc3ccc([N+](=O)[O-])cc3)cc2)c1,,0.35790237,,,
420766140,*CC(*)(C)C(=O)Nc1ccc(C(=O)C=Cc2ccc(OC)cc2)cc1,,0.34238812,,,
421125375,*Oc1ccc(CC(NC(=O)Cc2ccc(OC(=O)COCC(*)=O)cc2)C(=O)OCC)cc1,,0.33180261,,,
421588558,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4C(F)(F)F)cc3)cc1)C2=O,,0.37676658,,,
421601596,*Nc1ccc2cc1C(C)(C)c1cc(ccc1N*)-c1ccc-2cc1,,0.34941834,,,
422376704,*Oc1ccc(P(=O)(c2ccccc2)c2ccc(Oc3ccc(C(c4ccc(*)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,,0.38335836,,,
423361710,*Cc1ccccc1C[Si](*)(C)C,,0.38237917,,,
423638166,*Nc1ccc(C2(c3ccc(NC(=O)c4cccc(C(*)=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,,0.37583155,,,
424246919,*Nc1ccc(-c2c(-c3cccc4ccccc34)c(-c3cccc4ccccc34)c(N*)c(-c3cccc4ccccc34)c2-c2cccc3ccccc23)cc1,,0.37854395,,,
424737952,*c1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ncc(*)s5)C6=O)cc4C3=O)cc2)cc1,,0.39210701,,,
425753328,*CC(*)CNc1ccc([N+](=O)[O-])cc1C,,0.38329483,,,
425876006,*c1ccc(Oc2ccc(P(=O)(c3ccccc3)c3ccc(Oc4ccc(-c5nc(-c6ccccc6)[nH]c5*)cc4)cc3)cc2)cc1,,0.39143285,,,
426452864,*c1ccc2c(c1)c1cc(-c3ccc(-c4ccc(-c5ccc(*)s5)c5nsnc45)s3)ccc1n2C(CCCCCCCC)CCCCCCCC,,0.42372696,,,
426568984,*CCCCCCCCCNC(=S)N*,,0.38298006,,,
426591461,*c1ccc(Oc2cccc(-c3cc(-c4ccccc4)cc(-c4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7C6=O)cc5)c4)n3)c2)cc1,,0.37263298,,,
427022128,*c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1cc(-c3c(F)c(F)c(*)c(F)c3F)ccc1-2,,0.40575377,,,
427272579,*CC(*)C(=O)OC1CCCCCCCCCCC1,,0.37215946,,,
427458054,*C=C(*)C,4.023221393,,,,
427930827,*Oc1cccc(NC(=O)c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccc(C(*)=O)cc3)cc2)c1,,0.37364181,,,
428473296,*Oc1ccc2cc(OC(=O)c3ccc(-c4ccc(C(*)=O)cc4)cc3-c3ccccc3)ccc2c1,,0.35771091,,,
428642513,*CC(*)(C)C(=O)Oc1ccc(C(=O)C=Cc2ccc(OC)c(OC)c2)cc1,,0.34006811,,,
428683484,*C(=O)Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6ccc(Oc8ccc(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)c(C)c8)cc6)C7=O)cc5)cc4)NC(=O)c4ccccc43)cc2)cc1,,0.36727934,,,
428785387,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)c3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)cc1)C2=O,,0.36571693,,,
428829541,*c1ccc(S(=O)(=O)c2ccc(-n3nc(*)c4ccccc4c3=O)cc2)cc1,,0.39580433,,,
428976415,*CC(C)(C)COC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,,0.3537359,,,
429074783,*CC(*)C(=O)OCCOC(F)(C(F)(F)F)C(F)(F)F,-51.63721715,,,,
429504710,*CC(*)C(=O)OCC(C)O,,0.32197696,,,
429609044,*Oc1ccc(C2(c3ccc(Oc4ccc5c(=O)n6c7cc(-c8ccc9c(c8)nc8c%10ccc(*)c%11cccc(c(=O)n98)c%11%10)ccc7nc6c6cccc4c56)cc3)c3ccccc3-c3ccccc32)cc1,,0.39512322,,,
429737042,*c1ccc2oc(-c3ccc(C(c4ccccc4)(c4ccc(-c5nc6cc(C(*)(C(F)(F)F)C(F)(F)F)ccc6o5)cc4)C(F)(F)F)cc3)nc2c1,,0.43912224,,,
429776664,*CC(*)(C)C(=O)OCCCCOc1ccc(OC(=O)c2ccc(OCCCC)cc2)cc1,,0.34886491,,,
429914397,*CCN(*)C(=O)C12CC3CC(CC(C3)C1)C2,,0.37217616,,,
430188200,*Nc1ccc(Cc2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,,0.34965429,,,
430475615,*C(=O)Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5-c5ccccc5)c(-c5ccccc5)c3)C4=O)cc2)cc1,,0.36622548,,,
430498669,*c1cc(CCCCCCCCCCCCC)c(*)s1,,,0.40475,0.919023879,16.27456982
431067883,*CC1CCC(CNC(=O)CCCCCCCCCCC(=O)N*)CC1,,0.35779902,,,
431258453,*c1cccc(NC(=O)CCCCC(=O)Nc2cccc(S(*)(=O)=O)c2)c1,,0.33687844,,,
431336110,*/C=C/CCCCCC*,,,0.33,0.820824647,19.38675152
431834567,*CC(*)(C)C(=O)OCCCCCCc1ccc(N=Nc2ccc(OC(F)(F)F)cc2)cc1,,0.36108556,,,
431972606,*Nc1nc(-c2csc(N*)n2)cs1,,0.3526676199999999,,,
432187357,*CCOC(=O)NCCCCCCCCCCNC(=O)O*,,0.34759464,,,
432686237,*c1ccc2c(c1)C(=O)N(c1ccc(C(=O)Nc3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc(NC(=O)c7ccc(N8C(=O)c9ccc(C(*)(C(F)(F)F)C(F)(F)F)cc9C8=O)cc7)cc6)cc5)cc4)cc3)cc1)C2=O,,0.36335093,,,
432789142,*CC(CO)O*,,0.30841537,,,
432947505,*C(=O)Nc1ccc(Sc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc6c(Oc7ccc(N8C(=O)c9ccc(*)cc9C8=O)cc7)cccc56)cc3)C4=O)cc2)cc1,,0.36055336,,,
433053026,*C1C(=O)N(CCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C(=O)C1*,,0.34752504,,,
433063842,*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(=O)c4cccc(N5C(=O)c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6C5=O)c4)cc3)c(C(F)(F)F)c1)C2=O,,0.37864052,,,
433310037,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(c4ccccc4)(c4ccccc4)c4ccc(*)cc4)cc3)cc2)cc1,,0.39496147,,,
433650150,*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(-c5nc(-c6ccccn6)nnc5*)cc4)cc3)cc2)cc1,,0.39013945,,,
433804845,*O[Si](C)(C)C#Cc1ccc(C#C[Si](*)(C)C)cc1,,0.48218278,,,
433899559,*c1ccc(*)cc1,,0.37523864,,,
434366510,*CCCCOC(=O)C1CCC(C(=O)O*)CC1,,0.34010105,,,
434463983,*CNC(=O)CCCCCCCCC(=O)N*,66.76854223,,,,
434558166,*COC(=O)OCC1OC(OCC)(OCC)OC1*,,0.34101825,,,
434569704,*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CC3CC2C2CCCC32)cc1,,0.37807285,,,
434774652,*CC(*)C(=O)Oc1ccc(C#N)cc1,,0.360284,0.1845,1.134726614,13.89490111
435176754,*C(=O)Nc1ccc(Oc2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,,0.3555696,0.297,,
435414001,*Nc1ccc(C(CCCC)(c2ccc(N)cc2)c2ccc(N*)cc2)cc1,,0.36433979,,,
436053156,*C=Cc1cccc(OC(=O)CCCCCCCCC(=O)Oc2ccc(-c3nnc(*)s3)cc2)c1,,0.35968354,,,
436095263,*CC(*)(C)C(=O)OCCN(CCCC)c1ccc(N=Nc2ccc(S(=O)(=O)Nc3nccs3)cc2)cc1,,0.36999432,,,
436303110,*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)CCC3CCCCC3C2)cc1,,0.37550202,,,
436672073,*Nc1cc(-c2cc(N*)c(N)c3ccccc23)c2ccccc2c1N,,0.35081452,,,
438056577,*CCOC(=O)C1CCC(C(=O)OCCOc2ccc(C(C)(C)c3ccc(O*)cc3)cc2)CC1,,0.34686046,,,
438250982,*Oc1ccc(C2(c3ccc(Oc4ccc(C=CC(=O)c5ccc(*)cc5)cc4)cc3)c3ccccc3-c3ccccc32)cc1,,0.38901721,,,
439011698,*C(=O)c1cc(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc(-c2ccccc2)c1,,0.36655911,,,
439136445,*O[Si](C)(C)O[Si](C)(C)O[Si](*)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,,0.38120028,,,
439339917,*NCC1C2CCC(C2)C1CN*,,0.32950873,,,
439415309,*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8c(C)cc(C(C)(C)c9cc(C)c(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)c(C)c9)cc8C)cc7C6=O)cc5)cc4)CC4CCC3C4)cc2)cc1,,0.38992646,,,
439660621,*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9)CCC(C(C)(C)C)CC8)cc7)cc6C5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,,0.37744754,,,
440187772,*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCC(C(C)(C)C)CC9)cc8)cc7C6=O)cc5)cc4)C4CC5CC(C4)CC3C5)cc2)cc1,,0.38310066,,,
440221059,*c1cc(COCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)c(*)s1,59.88076613,,,,
440284269,*CCCCCC(=O)NCCc1ccc(CCNC(=O)CCCCCS*)cc1,-18.01175462,,,,
440459365,*CC(*)(C)C(=O)OCCn1c2ccccc2c2cc(N=Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])ccc21,,0.37693372,,,
440694575,*OC1CCC(OC(*)=O)CC1,,0.34419974,,,
440852775,*Nc1ccc(-c2c(-c3ccccc3)cc(N*)c(-c3ccccc3N)c2N)cc1,,0.35040297,,,
440867054,*c1ccc(Oc2ccc(-c3csc(N=Cc4ccc(OCCCCCCOc5ccc(C=Nc6nc(*)cs6)cc5)cc4)n3)cc2)cc1,,0.37846605,,,
440998252,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCC(*)=O)cc2)C(=O)OC(C)C)cc1,,0.34012388,,,
441045416,*NNC(=O)CCCCCCCCC(=O)NNC(=S)c1cccc(C(*)=S)c1,32.4414411,,,,
441295392,*Oc1ccc(N(c2ccccc2)c2ccc(-c3ccc(N(c4ccccc4)c4ccc(*)cc4)cc3)cc2)cc1,,0.42813403,,,
441800426,*CCCCCC(=O)Oc1ccc2cc(OC(=O)CCCCCn3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)ccc2c1,-10.30414379,,,,
441855685,*CCCNC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NCCCOCCOCCO*,,0.35141201,,,
441924430,*CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCCCCCCCC(=O)O*,,,0.307,,
442093631,*CCCCCCCCCCCC(=O)Oc1ccc(C(C)(C)c2ccc(C(C)(C)c3ccc(OC(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3)cc2)cc1,,0.36467261,,,
442452634,*CC(*)(C)C(=O)OCCBr,,0.37763347,0.128,1.475127343,15.26731429
442573599,*c1ccc(-c2sc(-c3cc(SCCCCCCCCCCCC)c(*)s3)cc2SCCCCCCCCCCCC)cc1,,0.43658652,0.349,,
442588281,*c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(S(*)(=O)=O)cc2)cc1,,0.35570555,,,
442933041,*/C=C/c1ccc(*)c(-c2cc(OCCC(C)C)c(OCCC(C)C)cc2-c2ccc(C(F)(F)F)cc2)c1,,,0.184,0.956021414,17.81147708
443073633,*c1ccc(-c2ccc(-c3cc(-c4ccccc4)c4cc5nc(*)cc(-c6ccccc6)c5cc4n3)cc2)cc1,,0.44606667,,,
443095393,*c1cc(CCOc2ccc(N=Nc3ccc(C#N)cc3)cc2)c(*)s1,,0.38587992,,,
443473345,*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(c4cc(C)c(*)c(C)c4)(C(F)(F)F)C(F)(F)F)cc3C)cc2C(O)(C(F)(F)F)C(F)(F)F)c(C(O)(C(F)(F)F)C(F)(F)F)c1,,0.37988372,,,
444454370,*NC(CCC(=O)OCc1ccc(F)cc1)C(*)=O,,0.32718673,,,
444535836,*CCOC(=O)C1CCC(C(=O)OCCOc2ccc(C3(c4ccc(O*)cc4)c4ccccc4-c4ccccc43)cc2)CC1,,0.35566835,,,
445398297,*CC(*)c1ccccc1C(=O)Oc1ccccc1,,0.3593053,0.1693333333333333,,
445451403,*Nc1ccc(-c2ccccc2-c2ccc(N*)cc2)cc1,,0.35240294,,,
445559767,*c1cc(OCCCCCCCCCCCC)c(*)cc1O,,,0.309,0.933849439,17.49332984
445698643,*Oc1ccc(N=Nc2ccc(Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)cc2)cc1,,0.3780172,,,
445846164,*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)CCc3ccccc32)cc1,,0.36800149,,,
445938720,*c1ccc(Oc2cccc(N3C(=O)c4ccc5c6c(ccc(c46)C3=O)C(=O)N(c3cccc(Oc4ccc(-c6nnc(*)o6)cc4)c3)C5=O)c2)cc1,,0.37441485,,,
446207313,*Nc1ccc(-c2c(-c3ccccc3)c(-c3ccccc3)c(N*)c(-c3ccccc3)c2-c2ccccc2)cc1,,0.37411616,,,
446600296,*O[Si](*)(C)CCCOc1ccc(C(=O)Oc2ccc(OC)cc2)cc1,,0.35092558,,,
447303285,*CC(*)OC(=O)CCCC(=O)c1ccc(C)cc1,,0.34755673,,,
447418869,*Oc1cc(C(C)(C)c2ccccc2)c(OC(=O)c2ccc(C(*)=O)cc2)cc1C(C)(C)c1ccccc1,,0.38707826,,,
447438744,*C1CCC(CC2CCC(N3C(=O)C4C5C=CC(C6C(=O)N(*)C(=O)C56)C4C3=O)C(C)C2)CC1C,,0.38852364,,,
447444897,*CCCCCCNC(=O)c1ccc(C(=O)N*)c(Oc2ccc(Cl)cc2)c1,,0.35121745,,,
447477268,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,,0.37436742,,,
447614903,*C=Cc1cc(OCCCCCCCC)c(*)cc1OC,,0.38882132,,,
447641645,*c1ccc(-c2nnc(-c3cccc(-c4nnc(*)n4-c4ccccc4)c3)n2-c2ccccc2)cc1,,,0.389,1.089021523,24.31804369
447643667,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCC(*)=O)cc2)C(=O)OCCCCCCCC)cc1,,0.3511763,,,
447646076,*Oc1c(Br)cc(C(C)(CCC(=O)O)c2cc(Br)c(OC(=O)c3cccc(C(*)=O)c3)c(Br)c2)cc1Br,175.2273279,,,,
447692460,*C=Cc1cc(C=Cc2ccc(OCCC(C)CCCC(C)C)cc2)c(*)cc1C=Cc1ccc(OCCC(C)CCCC(C)C)cc1,2.868925186,,,,
447769500,*CCCCCCCCCCCCNC(=O)NCCCCCCNC(=O)N*,,0.35917869,0.3545,0.973061223,17.68935554
448340777,*CCCCCCCCCCCCC(=O)N*,,0.37800644,0.33,,
449447335,*Nc1ccc(C(c2ccc(C)cc2)c2ccc(N*)cc2)cc1,,0.35885814,,,
450028530,*C1C2CC(=CC)C(C2)C1*,,0.42130953,,,
450668833,*CCCCCCOc1c(OC)cc(/C=C/c2ccc(/C=C/c3cc(OC)c(O*)c(OC)c3)cc2)cc1OC,,0.36288885,,,
450754739,*CCCCCCCCCCCOC(=O)c1cc(OCCCCCCCCOc2ccc(N=Nc3ccc(OC)cc3)cc2)cc(C(=O)OCCCCCCCCCCCOc2ccc(-c3ccc(O*)cc3)cc2)c1,,0.36775362,,,
450878191,*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(-c6c(-c7ccccc7)c(-c7ccccc7)c(-c7ccc(Oc8ccc(-c9c(-c%10ccccc%10)c(-c%10ccccc%10)c(*)c(-c%10ccccc%10)c9-c9ccccc9)cc8)cc7)c(-c7ccccc7)c6-c6ccccc6)cc5C4=O)cc3)cc1)C2=O,,0.4007298999999999,,,
453918545,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3cc(-c4ccc(OC)cc4)cc(-c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)n3)cc1)C2=O,,0.38734029,,,
454048621,*Nc1ccc(/C=C/c2ccc3cc(/C=C/c4ccc(N*)cc4)ccc3c2)cc1,,0.35285493,,,
454723677,*Oc1ccc(C(=O)Oc2ccc(Cc3ccc(OC(=O)c4ccc(OC(=O)c5ccc(C(*)=O)cc5)cc4)cc3)cc2)cc1,88.16409459,,,,
